ID,diffuse,compact,merger,off_center,nearby,irregular,problematic,comment
470116,0,1,0,0,1,0,0,
470117,0,1,0,0,1,0,0,
470121,0,1,1,0,0,1,0, Possible merger
470129,0,1,0,0,0,0,0,
470133,0,1,0,1,1,0,0,
470136,0,1,0,0,0,0,0,
470137,0,0,0,0,0,0,1, No clear target
470139,0,0,0,0,0,1,0, Unusual emission intensity
470142,0,1,0,0,1,0,0,
475002,0,1,0,0,0,0,0,
475003,0,1,1,0,0,0,0,
475006,0,1,0,0,0,0,0,
475009,0,1,1,0,0,0,0,
475010,0,1,0,0,1,0,0,
475012,0,0,0,0,0,0,1,Unclear target
475014,0,1,1,0,0,0,0,
475016,0,0,1,0,0,0,0,
475026,0,1,0,1,1,0,0,
475031,0,1,0,0,0,0,0,
475033,0,1,0,0,0,0,0,
475039,0,0,0,0,0,0,1, No clear target
475040,0,1,0,1,0,0,0,
475045,0,0,1,0,0,0,0,
475053,0,1,0,0,1,0,0,
475067,0,1,0,1,0,0,0,
475075,0,1,1,0,1,0,0,
475080,0,1,0,1,1,0,0,
475083,0,1,0,0,1,0,0,
475087,0,1,0,0,0,0,0,
475091,0,0,0,0,0,0,1, No clear targets
475097,0,1,0,1,0,0,0,
475101,0,0,0,0,0,0,1, No clear objects in image
475102,0,0,0,0,0,0,1, No clear target
475121,0,1,0,0,0,0,0,
