ID,diffuse,compact,merger,off_center,nearby,irregular,problematic,comment
466002,0,0,0,0,1,0,0,
466005,0,0,0,0,0,0,0,
466009,0,0,0,0,0,1,0,
466011,0,0,1,0,0,0,0,
466017,0,1,0,0,0,0,0,
466021,0,1,1,0,0,1,0,
466024,1,0,0,0,0,0,0, Not there
466025,1,0,1,0,0,0,0,
466026,0,1,0,0,0,0,0,
466027,0,0,0,0,0,0,0,
466028,0,0,0,0,1,0,1,
466034,0,0,0,0,0,0,0,
466042,1,0,0,0,1,0,0,
466043,0,0,0,1,1,0,0,
466047,0,1,0,0,1,0,0,
466049,0,0,0,1,1,0,1,
466050,0,0,0,1,0,0,1,
466056,0,0,1,0,0,0,0,
466058,1,0,0,0,1,0,0,
466059,0,0,0,1,1,0,0,
466060,0,0,0,0,0,0,1,
466063,1,0,0,0,0,0,0, Not There
466065,0,1,1,0,0,0,0,
466067,0,0,1,0,1,0,0,
466068,0,0,0,1,0,0,0,
466069,0,0,1,0,0,0,0,
466070,0,0,0,0,1,0,0,
466075,0,1,0,0,1,1,0,
466076,0,0,0,0,1,1,0,
466077,0,0,0,0,0,1,0,
466078,0,0,1,0,1,0,0,
466082,0,0,0,0,0,0,0,
466084,0,1,0,0,0,0,0,
466086,0,0,0,0,1,1,0,
466088,0,0,0,0,1,1,0,
466090,0,0,1,0,1,0,0,
466092,1,0,0,0,0,0,0, Not There
466095,0,1,0,0,1,0,0,
466096,0,1,0,0,1,0,0,
466097,0,0,1,0,1,0,0,
466105,0,0,0,0,0,1,0,
466108,1,0,0,0,0,0,0, Not There
466109,0,0,0,0,0,0,0,
466110,1,0,0,1,0,0,0,
466112,0,1,0,1,0,0,0,
466114,0,1,0,0,0,0,1,
466116,0,0,0,0,1,0,0,
466117,0,1,0,1,0,0,0,
466118,0,0,0,0,0,0,0,
466122,0,0,1,0,0,0,0,
466123,0,0,1,0,1,1,0,
466126,0,0,0,0,1,0,0,
466128,0,0,1,0,1,0,0,
466131,0,0,0,0,1,1,0,
466132,0,0,0,0,1,1,1,
466134,0,0,0,0,1,1,0,
466136,1,0,0,1,0,0,0,
466137,0,0,0,0,0,1,0,
466140,0,1,0,0,0,0,0,
466143,0,1,0,0,0,0,0,
466145,1,0,0,0,0,0,0, Not There
466146,0,0,0,1,1,1,0,
466154,0,0,0,0,0,0,1,
466155,1,0,0,0,0,0,0, Not There
466156,0,0,0,0,0,0,1,
466158,0,0,0,1,0,1,0,
466162,0,1,0,0,0,0,0,
466164,0,0,0,0,0,0,0,
466174,1,0,0,0,0,0,0, Not there
466175,0,1,0,0,0,0,0,
466178,0,0,0,0,1,1,0,
466179,1,0,0,0,0,0,0, Not there
466183,1,0,0,0,0,0,0, Not there
466184,0,1,0,0,1,1,0,
466186,0,0,0,0,1,1,0,
466187,0,0,0,0,1,1,0,
466190,1,0,0,0,0,0,0, Not there
466191,0,0,0,0,0,0,0,
466192,0,0,1,0,0,1,0,
466194,1,0,0,0,0,0,0,
466195,0,0,0,1,0,0,1,
466196,0,0,0,0,1,0,0,
466198,0,0,0,1,0,0,0,
466208,0,0,0,0,0,1,0,
466210,1,0,0,0,0,0,0,
466211,0,0,0,0,1,0,0,
466212,0,0,0,1,1,0,0,
