ID, RA, DEC, Z, EW, CatID
187,53.25733333333333,-27.858833333333326,0.0,575,1,0
188,53.08908333333333,-27.642916666666665,0.0,389,1,0
189,52.865958333333325,-27.81425000000001,0.0,365,1,0
190,53.38604166666666,-27.75680555555556,0.0,406,1,0
191,53.02124999999999,-27.712055555555548,0.0,126,1,0
192,53.11533333333333,-28.017222222222227,0.0,249,1,0
193,53.037166666666664,-27.66433333333333,0.0,246,1,0
194,53.36404166666667,-27.651222222222227,0.0,217,1,0
195,52.96483333333334,-27.64972222222222,0.0,324,1,0
196,53.33474999999999,-27.562861111111108,0.0,321,1,0
197,53.10133333333333,-27.697777777777777,3.114,86,1,0
198,53.34983333333332,-27.865472222222223,0.0,180,1,0
199,53.259750000000004,-28.00611111111111,0.0,252,1,0
200,53.32025,-28.01811111111111,-1,449,2,0
201,53.303,-27.713083333333334,-1,392,2,0
202,53.281708333333334,-27.8575,-1,92,2,0
203,53.07829166666668,-27.71341666666667,-1,251,2,0
204,53.19795833333334,-27.968777777777788,-1,235,2,0
205,53.21949999999999,-27.80261111111111,-1,272,2,0
206,52.93745833333333,-27.592472222222224,-1,248,2,0
207,52.97870833333333,-27.855833333333337,-1,310,2,0
208,52.91733333333333,-28.05208333333333,-1,116,2,0
209,53.343541666666674,-27.77691666666666,-1,143,2,0
210,53.112249999999996,-27.691194444444445,-1,177,2,0
211,53.140958333333344,-27.609805555555557,-1,192,2,0
212,53.28020833333333,-27.79641666666667,-1,134,2,0
213,53.38145833333334,-27.675583333333332,-1,113,2,0
214,53.328875,-27.641166666666663,-1,235,2,0
215,53.05533333333335,-27.725055555555553,-1,478,2,0
216,53.204875,-27.57780555555556,-1,222,2,0
217,53.194833333333335,-27.66669444444445,-1,513,2,0
218,52.89479166666667,-27.939472222222225,-1,111,2,0
219,53.299583333333324,-28.003472222222218,-1,197,2,0
220,53.41312500000002,-27.988222222222227,-1,981,2,0
221,52.965125,-27.975722222222224,-1,388,2,0
222,53.380625,-28.04061111111111,-1,313,2,0
223,52.97170833333334,-27.952277777777773,-1,334,2,0
224,53.16987500000001,-27.768305555555553,-1,91,2,0
225,52.964875,-27.77983333333333,-1,454,2,0
226,53.38625,-27.741222222222223,-1,272,2,0
227,53.38066666666666,-27.738694444444448,-1,119,2,0
228,52.949124999999995,-27.751,-1,300,2,0
229,53.39295833333333,-27.54011111111111,-1,183,2,0
230,52.82833333333333,-27.749055555555557,-1,440,2,0
231,53.332458333333335,-27.63897222222222,-1,248,2,0
232,53.07379166666665,-27.714416666666665,-1,205,2,0
233,53.157875000000004,-27.951916666666655,-1,120,2,0
234,53.19,-27.869666666666667,-1,623,2,0
235,53.078875,-27.64455555555556,-1,468,2,0
236,53.36266666666666,-27.70313888888889,-1,300,2,0
237,52.95983333333333,-27.98613888888889,-1,209,2,0
238,52.87708333333334,-27.79161111111111,-1,93,2,0
239,52.881125000000004,-27.579805555555556,-1,661,2,0
240,53.236083333333326,-27.830305555555544,-1,392,2,0
241,53.09900000000001,-27.55827777777778,-1,204,2,0
242,53.280541666666664,-27.910805555555555,-1,101,2,0
243,53.06574999999999,-27.73619444444444,-1,216,2,0
244,53.306374999999996,-27.548333333333343,-1,130,2,0
245,53.390375000000006,-27.70205555555556,-1,125,2,0
246,53.18125,-27.63580555555556,-1,130,2,0
247,53.007625,-27.665,-1,934,2,0
248,52.92641666666667,-27.968944444444446,-1,124,2,0
249,52.97012500000001,-27.75525,-1,345,2,0
250,53.38866666666666,-27.96913888888888,-1,93,2,0
251,53.33908333333333,-27.643305555555553,-1,445,2,0
252,53.06312500000001,-27.648416666666673,-1,156,2,0
253,53.311125000000004,-27.60388888888889,-1,317,2,0
254,53.24995833333334,-27.840694444444434,-1,204,2,0
255,53.142916666666665,-27.79988888888889,-1,240,2,0
256,53.08329166666667,-27.71669444444445,-1,830,2,0
257,53.138625,-27.857611111111115,-1,157,2,0
258,52.826416666666674,-27.810027777777776,-1,303,2,0
259,53.28916666666667,-27.763972222222222,-1,139,2,0
260,52.822291666666665,-27.827305555555547,-1,468,2,0
261,53.216208333333334,-27.703361111111107,-1,103,2,0
262,52.92799999999999,-27.884722222222223,-1,224,2,0
263,53.20216666666667,-27.93486111111111,-1,642,2,0
264,53.215708333333346,-27.625972222222227,-1,96,2,0
265,53.24229166666667,-27.801388888888887,-1,338,2,0
266,53.355625,-28.046222222222223,-1,138,2,0
267,53.305125000000004,-27.6225,-1,143,2,0
268,53.39262500000001,-27.777694444444446,-1,202,2,0
269,53.239124999999994,-27.922083333333326,-1,120,2,0
270,53.3275,-27.7618611111111,-1,147,2,0
271,53.24695833333334,-27.687500000000004,-1,237,2,0
272,52.84429166666667,-27.868472222222227,-1,1697,2,0
273,52.97783333333334,-27.881361111111108,-1,284,2,0
274,53.33687499999998,-27.862694444444443,-1,890,2,0
275,52.99183333333333,-27.791861111111114,-1,96,2,0
276,53.335375,-27.61113888888889,-1,214,2,0
277,53.32383333333333,-27.541972222222228,-1,129,2,0
278,52.949000000000005,-27.70461111111111,-1,206,2,0
279,52.91112499999999,-27.762083333333337,-1,468,2,0
280,53.07245833333332,-27.71344444444445,-1,554,2,0
281,53.24933333333334,-27.884916666666665,-1,183,2,0
282,53.36725,-28.055777777777777,-1,349,2,0
283,53.27087500000001,-27.727000000000007,-1,145,2,0
284,53.284,-27.62266666666666,-1,235,2,0
285,53.300124999999994,-27.977861111111114,-1,260,2,0
286,53.060666666666656,-27.764611111111112,-1,384,2,0
287,52.99508333333333,-27.824749999999998,-1,177,2,0
288,53.26383333333334,-27.694083333333335,-1,281,2,0
289,53.30479166666667,-27.613444444444436,-1,293,2,0
290,53.038958333333326,-27.731805555555557,-1,147,2,0
291,52.958333333333336,-27.860999999999994,-1,360,2,0
292,52.95141666666666,-27.979805555555554,-1,426,2,0
293,53.05258333333334,-27.80147222222222,-1,990,2,0
294,52.86100000000001,-27.733944444444447,-1,183,2,0
295,52.917625,-27.757500000000004,-1,108,2,0
296,52.97604166666667,-27.96766666666667,-1,313,2,0
297,53.282333333333334,-27.638611111111107,-1,109,2,0
298,53.238916666666654,-27.86169444444445,-1,360,2,0
299,53.389,-27.745777777777775,-1,219,2,0
300,53.02333333333333,-27.712083333333332,-1,540,2,0
301,53.30166666666668,-27.75672222222222,-1,122,2,0
302,53.08879166666667,-27.605888888888895,-1,136,2,0
303,53.042208333333335,-27.74133333333333,-1,435,2,0
304,53.188833333333314,-27.56772222222222,-1,317,2,0
305,53.03583333333334,-27.95330555555556,-1,629,2,0
306,52.92887499999999,-28.052055555555558,-1,388,2//2,1
307,53.26287500000001,-27.615333333333332,-1,463,2,0
308,53.18370833333333,-27.621555555555553,-1,109,2,0
309,52.89970833333332,-27.84797222222222,-1,224,2,0
310,53.043958333333336,-27.98819444444445,-1,426,2,0
311,53.10270833333334,-28.03144444444445,-1,134,2,0
312,53.40779166666667,-27.64405555555556,-1,1763,2,0
313,53.054083333333324,-27.747805555555544,-1,730,2,0
314,53.27116666666667,-27.617999999999995,-1,604,2,0
315,53.36995833333334,-28.04177777777777,-1,334,2,0
316,53.38849999999999,-27.66780555555556,-1,98,2,0
317,53.34887500000001,-27.73588888888889,-1,192,2,0
318,53.08529166666667,-27.583694444444447,-1,169,2,0
319,53.36379166666667,-27.553138888888885,-1,473,2,0
320,53.16241666666667,-27.772861111111112,-1,192,2,0
321,52.934875,-27.849222222222224,-1,216,2,0
322,53.261625,-27.95486111111111,-1,498,2,0
323,53.1275,-28.013277777777787,-1,855,2,0
324,53.31545833333334,-28.038611111111116,-1,752,2,0
325,53.372875,-27.966694444444446,-1,738,2,0
326,53.40445833333333,-27.925527777777774,-1,179,2,0
327,53.04216666666668,-27.884305555555557,-1,158,2,0
328,52.92891666666667,-27.751750000000005,-1,431,2,0
329,52.881625,-27.785444444444444,-1,306,2,0
330,53.380208333333336,-27.74352777777778,-1,272,2,0
331,53.101291666666654,-27.6978611111111,-1,219,2,0
332,53.24979166666666,-27.84144444444445,-1,313,2,0
333,53.22770833333333,-27.64836111111111,-1,730,2,0
334,53.009125000000004,-27.72858333333333,-1,1191,2,0
335,53.351958333333336,-27.74261111111111,-1,513,2,0
336,53.25862500000001,-27.852138888888888,-1,186,2,0
337,53.41145833333334,-27.784,-1,388,2,0
338,53.22770833333333,-27.86369444444445,-1,422,2,0
339,53.19824999999999,-27.927277777777775,-1,275,2,0
340,53.089625000000005,-27.601222222222226,-1,981,2,0
341,53.18395833333333,-27.849138888888895,-1,953,2,0
342,52.93737499999999,-27.9745,-1,219,2,0
343,53.17800000000001,-27.66108333333333,-1,290,2,0
344,53.279333333333334,-27.631416666666663,-1,111,2,0
345,53.320375,-27.73141666666666,-1,124,2,0
346,53.207208333333334,-27.77888888888889,-1,401,2,0
347,53.372125000000004,-27.611472222222215,-1,143,2,0
348,53.38245833333333,-27.861305555555564,-1,168,2,0
349,52.973083333333335,-27.783333333333335,-1,164,2,0
350,53.092791666666656,-27.582944444444443,-1,216,2,0
351,53.252541666666666,-28.001750000000005,-1,349,2,0
352,53.36837499999999,-27.752694444444444,-1,334,2,0
353,53.397416666666665,-27.798527777777778,-1,219,2,0
354,52.873875,-27.836250000000003,-1,347,2,0
355,53.011625,-27.75805555555555,-1,240,2,0
356,53.26237499999999,-27.841500000000007,-1,380,2,0
357,53.313375000000015,-27.900388888888887,-1,129,2,0
358,53.31175,-27.73586111111111,-1,380,2,0
359,53.03524999999999,-27.81208333333333,-1,445,2,0
360,53.359249999999996,-27.769166666666663,-1,468,2,0
361,53.298874999999995,-27.781027777777776,-1,312,2,0
362,52.860375,-27.842861111111112,-1,209,2,0
363,53.27350000000001,-27.879777777777782,-1,284,2,0
364,52.96025,-27.687555555555562,-1,364,2,0
365,53.32366666666667,-27.76236111111112,-1,109,2,0
366,52.95408333333333,-27.894083333333334,-1,322,2,0
367,53.294875000000005,-27.878166666666665,-1,356,2,0
368,53.284875,-27.96616666666667,-1,478,2,0
369,53.07158333333333,-27.767333333333337,-1,103,2,0
370,53.311499999999995,-27.98613888888889,-1,99,2,0
371,53.39316666666668,-27.866,-1,1528,2,0
372,53.37683333333334,-28.040500000000005,-1,1618,2,0
373,52.991875,-27.95938888888889,-1,248,2,0
374,53.223375000000004,-27.797916666666666,-1,334,2,0
375,53.37424999999998,-27.979277777777778,-1,311,2,0
376,53.23812500000001,-27.752055555555554,-1,245,2,0
377,52.95225,-27.805944444444446,-1,116,2,0
378,53.08350000000001,-27.59066666666667,-1,308,2,0
379,52.92833333333334,-27.779861111111117,-1,405,2,0
380,53.34658333333333,-27.566555555555556,-1,305,2,0
381,53.39475,-27.706083333333332,-1,149,2,0
382,52.94841666666668,-28.035,-1,275,2,0
383,53.21424999999999,-27.604166666666668,-1,227,2,0
384,53.17666666666666,-27.605861111111103,-1,177,2,0
385,53.27583333333333,-27.61738888888889,-1,209,2,0
386,53.29654166666667,-27.78186111111111,-1,93,2,0
387,53.00970833333332,-27.54744444444444,-1,604,2,0
388,52.928124999999994,-27.806694444444442,-1,298,2,0
389,53.27216666666667,-27.96902777777778,-1,175,2,0
390,53.25975,-27.801277777777784,-1,331,2,0
391,53.21987499999999,-27.676055555555557,-1,154,2,0
392,53.28295833333334,-27.945500000000006,-1,327,2,0
393,52.925666666666665,-27.73313888888889,-1,292,2,0
394,53.3715,-27.55,-1,166,2,0
395,53.307833333333335,-27.794500000000006,-1,188,2,0
396,53.37495833333334,-27.766861111111115,-1,127,2,0
397,53.26949999999999,-27.995250000000002,-1,150,2,0
398,52.908583333333326,-27.905194444444437,-1,132,2,0
399,52.94341666666667,-27.84525,-1,563,2,0
400,53.228833333333334,-27.585305555555554,-1,310,2,0
401,53.19229166666666,-27.638666666666673,-1,105,2,0
402,52.993500000000004,-27.75933333333333,-1,349,2,0
403,53.09804166666665,-27.69680555555556,-1,320,2,0
404,52.92495833333334,-27.889694444444448,-1,440,2,0
405,53.21125000000001,-27.665388888888884,-1,245,2,0
406,53.36845833333333,-27.8441111111111,-1,114,2,0
407,53.191375,-27.887388888888893,-1,158,2,0
408,52.85900000000001,-27.609138888888893,-1,551,2,0
409,52.99333333333334,-27.553833333333333,-1,264,2,0
410,52.928708333333326,-27.863972222222223,-1,293,2,0
411,53.07058333333334,-27.555027777777777,-1,232,2,0
412,52.978333333333346,-28.01883333333333,-1,141,2,0
413,53.20454166666666,-27.759361111111115,-1,173,2,0
414,53.244166666666665,-27.816750000000006,-1,258,2,0
415,53.19841666666666,-27.62697222222222,-1,181,2,0
416,53.24404166666667,-27.691972222222223,-1,158,2,0
417,53.20262499999999,-27.908166666666666,-1,181,2,0
418,53.209625,-27.998777777777782,-1,278,2,0
419,53.169791666666676,-27.934222222222225,-1,586,2,0
420,52.87416666666666,-27.587333333333333,-1,127,2,0
421,53.37545833333333,-27.738194444444446,-1,284,2,0
422,53.318208333333345,-27.672944444444447,-1,209,2,0
423,53.15987500000001,-27.610194444444442,-1,483,2,0
424,53.12862499999999,-27.868249999999993,-1,197,2,0
425,53.035416666666656,-27.965027777777777,-1,244,2,0
426,52.96820833333332,-27.69141666666666,-1,244,2,0
427,53.407875000000004,-27.866527777777776,-1,1336,2,0
428,52.89058333333334,-27.602999999999998,-1,241,2,0
429,52.96383333333333,-27.88544444444445,-1,166,2,0
430,53.073833333333354,-27.958194444444448,-1,238,2,0
431,53.41137499999999,-27.814083333333336,-1,268,2,0
432,53.180958333333336,-27.67319444444444,-1,199,2,0
433,52.981916666666685,-27.96022222222222,-1,409,2,0
434,53.094875,-28.042555555555555,-1,604,2,0
435,53.16479166666668,-27.761638888888893,-1,405,2,0
436,53.371624999999995,-27.834888888888884,-1,364,2,0
437,53.07020833333334,-27.676222222222215,-1,338,2,0
438,53.15695833333333,-27.629222222222232,-1,251,2,0
439,53.217625000000005,-27.673194444444444,-1,300,2,0
440,53.24366666666666,-27.63833333333334,-1,257,2,0
441,53.36516666666667,-27.911694444444436,-1,237,2,0
442,53.22666666666666,-27.72897222222222,-1,136,2,0
443,53.191375,-27.885555555555555,-1,524,2,0
444,53.376958333333334,-27.66258333333333,-1,320,2,0
445,53.20758333333334,-27.824666666666673,-1,563,2,0
446,52.88775,-28.008638888888893,-1,478,2,0
447,53.246249999999996,-27.68558333333333,-1,303,2,0
448,53.233166666666655,-27.68683333333333,-1,388,2,0
449,52.99012500000001,-27.988583333333334,-1,293,2,0
450,53.382874999999984,-27.96908333333333,-1,216,2,0
451,53.36841666666667,-27.656833333333328,-1,281,2,0
452,53.019208333333346,-27.76902777777778,-1,206,2,0
453,53.061625,-27.802361111111114,-1,181,2,0
454,53.010875000000006,-27.578111111111113,-1,338,2,0
455,34.711870833333336,-4.848508333333331,3.134,264.6,3,0
456,34.43637083333334,-4.842230555555554,3.135,55.9,3,0
457,34.7425125,-5.2073222222222215,3.147,62.9,3,0
458,34.34124166666668,-5.1534555555555555,3.105,124.8,3,0
459,34.66430416666667,-5.141105555555555,3.141,76.3,3,0
460,34.64003749999999,-5.082741666666665,3.129,47.2,3,0
461,34.52844166666666,-5.06911111111111,3.129,62.6,3,0
462,34.531225,-5.0637833333333315,3.125,37.6,3,0
463,34.30080833333333,-5.060308333333335,3.125,104.3,3,0
464,34.272970833333325,-5.0569999999999995,3.152,41.8,3,0
465,34.286433333333335,-5.040666666666665,3.136,39.7,3,0
466,34.36322083333332,-5.0060472222222225,3.144,69.1,3,0
467,34.25080833333333,-4.9278749999999985,3.113,128.2,3,0
468,34.43102916666667,-4.922730555555556,3.111,204.2,3,0
469,34.51659999999999,-4.892216666666666,3.133,137.2,3,0
470,35.10303333333334,-4.86811111111111,3.105,86.2,3,0
471,34.78917083333334,-4.789474999999999,3.152,65.2,3,0
472,34.81949999999999,-4.977333333333334,3.129,58.4,3,0
473,34.42453750000001,-4.729949999999998,3.106,114.1,3,0
474,34.366504166666665,-4.726780555555555,3.119,121.3,3,0
475,34.436366666666665,-4.724725,3.152,343.0,3,0
476,34.39830416666667,-4.716619444444445,3.102,135.5,3,0
477,34.42706250000002,-4.685736111111111,3.154,73.6,3,0
478,34.42602499999999,-4.555761111111111,3.108,146.8,3,0
479,34.42494583333332,-4.525152777777775,3.123,18.6,3,0
480,34.476404166666676,-4.501783333333332,3.112,83.4,3,0
481,34.42851666666667,-4.482894444444446,3.133,75.9,3,0
482,34.275287500000005,-5.276333333333332,3.106,148.8,3,0
483,34.577108333333335,-5.532705555555556,3.132,98.1,3,0
484,34.60884166666666,-5.495886111111111,3.156,82.3,3,0
485,34.272516666666675,-5.459905555555556,3.133,88.7,3,0
486,34.48844583333333,-5.45022222222222,3.123,233.7,3,0
487,34.347158333333326,-5.413680555555556,3.167,73.4,3,0
488,34.76723749999999,-5.332830555555555,3.125,42.6,3,0
489,34.6719125,-5.3138305555555565,3.102,164.6,3,0
490,34.0184125,-4.828697222222222,3.125,85.0,3,0
491,34.21990000000001,-4.945280555555556,3.13,137.3,3,0
492,34.11269999999999,-5.045550000000002,3.139,55.7,3,0
493,34.0609625,-5.037538888888888,3.141,51.2,3,0
494,34.026808333333335,-4.803375000000001,3.121,101.1,3,0
495,34.02524583333333,-4.849333333333333,3.124,63.5,3,0
496,34.448816666666666,-4.875055555555554,3.648,75.2,3,0
