03 33 02.8200,-27 57 17.500,03 33 02.82,-27 57 17.5,-16.691,464,0.0,53.26175,-27.95486111111111
03 33 08.4800,-27 39 23.300,03 33 08.48,-27 39 23.3,-16.691,324,0.0,53.28533333333334,-27.656472222222227
03 31 38.6700,-27 45 43.600,03 31 38.67,-27 45 43.6,-16.703,317,0.0,52.91112499999999,-27.762111111111125
03 32 59.7600,-27 45 09.400,03 32 59.76,-27 45 09.4,-16.703,220,0.0,53.249,-27.752611111111108
03 32 43.4500,-28 00 59.700,03 32 43.45,-28 00 59.7,-16.703,220,0.0,53.181041666666665,-28.01658333333333
03 32 41.5700,-27 34 07.400,03 32 41.57,-27 34 07.4,-16.707,101,0.0,53.173208333333335,-27.568722222222235
03 32 57.1300,-27 45 07.200,03 32 57.13,-27 45 07.2,-16.711,294,0.0,53.23804166666667,-27.752
03 33 37.0900,-27 55 31.400,03 33 37.09,-27 55 31.4,-16.715,159,0.0,53.40454166666666,-27.925388888888893
03 31 24.5900,-27 34 54.300,03 31 24.59,-27 34 54.3,-16.715,494,0.0,52.852458333333345,-27.581749999999996
03 32 11.7900,-27 35 04.400,03 32 11.79,-27 35 04.4,-16.719,460,0.0,53.049125,-27.58455555555556
03 33 06.1400,-27 53 14.700,03 33 06.14,-27 53 14.7,-16.723,908,0.0,53.27558333333333,-27.88741666666667
03 31 55.5400,-28 02 14.100,03 31 55.54,-28 02 14.1,-16.739,252,0.0,52.981416666666675,-28.03725
03 32 53.7300,-28 01 19.000,03 32 53.73,-28 01 19.0,-16.755,188,0.0,53.22387499999999,-28.021944444444447
03 33 24.4400,-27 44 33.700,03 33 24.44,-27 44 33.7,-16.767,432,3.113,53.35183333333333,-27.74269444444445
03 31 58.0500,-27 57 33.300,03 31 58.05,-27 57 33.3,-16.767,255,0.0,52.991875,-27.959250000000004
03 32 12.7500,-28 03 26.500,03 32 12.75,-28 03 26.5,-16.771,241,0.0,53.053125,-28.05736111111111
03 33 22.4300,-27 32 54.400,03 33 22.43,-27 32 54.4,-16.771,294,0.0,53.34345833333333,-27.548444444444446
03 33 16.2500,-28 00 34.700,03 33 16.25,-28 00 34.7,-16.795,146,0.0,53.317708333333336,-28.009638888888894
03 33 01.7600,-27 51 31.800,03 33 01.76,-27 51 31.8,-16.799,575,0.0,53.25733333333333,-27.858833333333326
03 32 21.3800,-27 38 34.500,03 32 21.38,-27 38 34.5,-16.811,389,0.0,53.08908333333333,-27.642916666666665
03 31 27.8300,-27 48 51.300,03 31 27.83,-27 48 51.3,-16.831,365,0.0,52.865958333333325,-27.81425000000001
03 33 32.6500,-27 45 24.500,03 33 32.65,-27 45 24.5,-16.835,406,0.0,53.38604166666666,-27.75680555555556
03 32 05.1000,-27 42 43.400,03 32 05.10,-27 42 43.4,-16.839,126,0.0,53.02124999999999,-27.712055555555548
03 32 27.6800,-28 01 02.000,03 32 27.68,-28 01 02.0,-16.839,249,0.0,53.11533333333333,-28.017222222222227
03 32 08.9200,-27 39 51.600,03 32 08.92,-27 39 51.6,-16.843,246,0.0,53.037166666666664,-27.66433333333333
03 33 27.3700,-27 39 04.400,03 33 27.37,-27 39 04.4,-16.847,217,0.0,53.36404166666667,-27.651222222222227
03 31 51.5600,-27 38 59.000,03 31 51.56,-27 38 59.0,-16.855,324,0.0,52.96483333333334,-27.64972222222222
03 33 20.3400,-27 33 46.300,03 33 20.34,-27 33 46.3,-16.859,321,0.0,53.33474999999999,-27.562861111111108
03 32 24.3200,-27 41 52.000,03 32 24.32,-27 41 52.0,-16.979,86,3.114,53.10133333333333,-27.697777777777777
03 33 23.9600,-27 51 55.700,03 33 23.96,-27 51 55.7,-17.063,180,0.0,53.34983333333332,-27.865472222222223
03 33 02.3400,-28 00 22.000,03 33 02.34,-28 00 22.0,-17.143,252,0.0,53.259750000000004,-28.00611111111111
