" ",03 33 29.31,-27 36 41.3,-16.792,143,53.372125000000004,-27.611472222222215
" ",03 33 31.79,-27 51 40.7,-16.792,168,53.38245833333333,-27.861305555555564
" ",03 31 53.54,-27 47 00.0,-16.796,164,52.973083333333335,-27.783333333333335
" ",03 32 22.27,-27 34 58.6,-16.796,216,53.092791666666656,-27.582944444444443
" ",03 33 00.61,-28 00 06.3,-16.8,349,53.252541666666666,-28.001750000000005
" ",03 33 28.41,-27 45 09.7,-16.8,334,53.36837499999999,-27.752694444444444
" ",03 33 35.38,-27 47 54.7,-16.804,219,53.397416666666665,-27.798527777777778
" ",03 31 29.73,-27 50 10.5,-16.804,347,52.873875,-27.836250000000003
" ",03 32 02.79,-27 45 29.0,-16.808,240,53.011625,-27.75805555555555
" ",03 33 02.97,-27 50 29.4,-16.812,380,53.26237499999999,-27.841500000000007
" ",03 33 15.21,-27 54 01.4,-16.816,129,53.313375000000015,-27.900388888888887
" ",03 33 14.82,-27 44 09.1,-16.824,380,53.31175,-27.73586111111111
" ",03 32 08.46,-27 48 43.5,-16.824,445,53.03524999999999,-27.81208333333333
" ",03 33 26.22,-27 46 09.0,-16.824,468,53.359249999999996,-27.769166666666663
" ",03 33 11.73,-27 46 51.7,-16.828,312,53.298874999999995,-27.781027777777776
" ",03 31 26.49,-27 50 34.3,-16.828,209,52.860375,-27.842861111111112
" ",03 33 05.64,-27 52 47.2,-16.828,284,53.27350000000001,-27.879777777777782
" ",03 31 50.46,-27 41 15.2,-16.828,364,52.96025,-27.687555555555562
" ",03 33 17.68,-27 45 44.5,-16.832,109,53.32366666666667,-27.76236111111112
" ",03 31 48.98,-27 53 38.7,-16.832,322,52.95408333333333,-27.894083333333334
" ",03 33 10.77,-27 52 41.4,-16.836,356,53.294875000000005,-27.878166666666665
" ",03 33 08.37,-27 57 58.2,-16.836,478,53.284875,-27.96616666666667
" ",03 32 17.18,-27 46 02.4,-16.84,103,53.07158333333333,-27.767333333333337
" ",03 33 14.76,-27 59 10.1,-16.84,99,53.311499999999995,-27.98613888888889
" ",03 33 34.36,-27 51 57.6,-16.84,1528,53.39316666666668,-27.866
" ",03 33 30.44,-28 02 25.8,-16.844,1618,53.37683333333334,-28.040500000000005
" ",03 31 58.05,-27 57 33.8,-16.844,248,52.991875,-27.95938888888889
" ",03 32 53.61,-27 47 52.5,-16.844,334,53.223375000000004,-27.797916666666666
" ",03 33 29.82,-27 58 45.4,-16.844,311,53.37424999999998,-27.979277777777778
" ",03 32 57.15,-27 45 07.4,-16.844,245,53.23812500000001,-27.752055555555554
" ",03 31 48.54,-27 48 21.4,-16.844,116,52.95225,-27.805944444444446
" ",03 32 20.04,-27 35 26.4,-16.848,308,53.08350000000001,-27.59066666666667
" ",03 31 42.80,-27 46 47.5,-16.852,405,52.92833333333334,-27.779861111111117
" ",03 33 23.18,-27 33 59.6,-16.852,305,53.34658333333333,-27.566555555555556
" ",03 33 34.74,-27 42 21.9,-16.852,149,53.39475,-27.706083333333332
" ",03 31 47.62,-28 02 06.0,-16.852,275,52.94841666666668,-28.035
" ",03 32 51.42,-27 36 15.0,-16.856,227,53.21424999999999,-27.604166666666668
" ",03 32 42.40,-27 36 21.1,-16.856,177,53.17666666666666,-27.605861111111103
" ",03 33 06.20,-27 37 02.6,-16.86,209,53.27583333333333,-27.61738888888889
" ",03 33 11.17,-27 46 54.7,-16.86,93,53.29654166666667,-27.78186111111111
" ",03 32 02.33,-27 32 50.8,-16.86,604,53.00970833333332,-27.54744444444444
" ",03 31 42.75,-27 48 24.1,-16.86,298,52.928124999999994,-27.806694444444442
" ",03 33 05.32,-27 58 08.5,-16.864,175,53.27216666666667,-27.96902777777778
" ",03 33 02.34,-27 48 04.6,-16.864,331,53.25975,-27.801277777777784
" ",03 32 52.77,-27 40 33.8,-16.864,154,53.21987499999999,-27.676055555555557
" ",03 33 07.91,-27 56 43.8,-16.868,327,53.28295833333334,-27.945500000000006
" ",03 31 42.16,-27 43 59.3,-16.868,292,52.925666666666665,-27.73313888888889
" ",03 33 29.16,-27 33 00.0,-16.868,166,53.3715,-27.55
" ",03 33 13.88,-27 47 40.2,-16.868,188,53.307833333333335,-27.794500000000006
" ",03 33 29.99,-27 46 00.7,-16.872,127,53.37495833333334,-27.766861111111115
" ",03 33 04.68,-27 59 42.9,-16.88,150,53.26949999999999,-27.995250000000002
" ",03 31 38.06,-27 54 18.7,-16.884,132,52.908583333333326,-27.905194444444437
" ",03 31 46.42,-27 50 42.9,-16.884,563,52.94341666666667,-27.84525
" ",03 32 54.92,-27 35 07.1,-16.888,310,53.228833333333334,-27.585305555555554
" ",03 32 46.15,-27 38 19.2,-16.892,105,53.19229166666666,-27.638666666666673
" ",03 31 58.44,-27 45 33.6,-16.896,349,52.993500000000004,-27.75933333333333
" ",03 32 23.53,-27 41 48.5,-16.896,320,53.09804166666665,-27.69680555555556
" ",03 31 41.99,-27 53 22.9,-16.896,440,52.92495833333334,-27.889694444444448
" ",03 32 50.70,-27 39 55.4,-16.896,245,53.21125000000001,-27.665388888888884
" ",03 33 28.43,-27 50 38.8,-16.9,114,53.36845833333333,-27.8441111111111
" ",03 32 45.93,-27 53 14.6,-16.904,158,53.191375,-27.887388888888893
" ",03 31 26.16,-27 36 32.9,-16.904,551,52.85900000000001,-27.609138888888893
" ",03 31 58.40,-27 33 13.8,-16.904,264,52.99333333333334,-27.553833333333333
" ",03 31 42.89,-27 51 50.3,-16.908,293,52.928708333333326,-27.863972222222223
" ",03 32 16.94,-27 33 18.1,-16.908,232,53.07058333333334,-27.555027777777777
" ",03 31 54.80,-28 01 07.8,-16.908,141,52.978333333333346,-28.01883333333333
" ",03 32 49.09,-27 45 33.7,-16.908,173,53.20454166666666,-27.759361111111115
" ",03 32 58.60,-27 49 00.3,-16.912,258,53.244166666666665,-27.816750000000006
" ",03 32 47.62,-27 37 37.1,-16.916,181,53.19841666666666,-27.62697222222222
" ",03 32 58.57,-27 41 31.1,-16.916,158,53.24404166666667,-27.691972222222223
" ",03 32 48.63,-27 54 29.4,-16.916,181,53.20262499999999,-27.908166666666666
" ",03 32 50.31,-27 59 55.6,-16.92,278,53.209625,-27.998777777777782
" ",03 32 40.75,-27 56 03.2,-16.92,586,53.169791666666676,-27.934222222222225
" ",03 31 29.80,-27 35 14.4,-16.92,127,52.87416666666666,-27.587333333333333
" ",03 33 30.11,-27 44 17.5,-16.92,284,53.37545833333333,-27.738194444444446
" ",03 33 16.37,-27 40 22.6,-16.92,209,53.318208333333345,-27.672944444444447
" ",03 32 38.37,-27 36 36.7,-16.928,483,53.15987500000001,-27.610194444444442
" ",03 32 30.87,-27 52 05.7,-16.932,197,53.12862499999999,-27.868249999999993
" ",03 32 08.50,-27 57 54.1,-16.932,244,53.035416666666656,-27.965027777777777
" ",03 31 52.37,-27 41 29.1,-16.932,244,52.96820833333332,-27.69141666666666
" ",03 33 37.89,-27 51 59.5,-16.936,1336,53.407875000000004,-27.866527777777776
" ",03 31 33.74,-27 36 10.8,-16.936,241,52.89058333333334,-27.602999999999998
" ",03 31 51.32,-27 53 07.6,-16.94,166,52.96383333333333,-27.88544444444445
" ",03 32 17.72,-27 57 29.5,-16.94,238,53.073833333333354,-27.958194444444448
" ",03 33 38.73,-27 48 50.7,-16.94,268,53.41137499999999,-27.814083333333336
" ",03 32 43.43,-27 40 23.5,-16.944,199,53.180958333333336,-27.67319444444444
" ",03 31 55.66,-27 57 36.8,-16.948,409,52.981916666666685,-27.96022222222222
" ",03 32 22.77,-28 02 33.2,-16.952,604,53.094875,-28.042555555555555
" ",03 32 39.55,-27 45 41.9,-16.956,405,53.16479166666668,-27.761638888888893
" ",03 33 29.19,-27 50 05.6,-16.96,364,53.371624999999995,-27.834888888888884
" ",03 32 16.85,-27 40 34.4,-16.964,338,53.07020833333334,-27.676222222222215
" ",03 32 37.67,-27 37 45.2,-16.964,251,53.15695833333333,-27.629222222222232
" ",03 32 52.23,-27 40 23.5,-16.964,300,53.217625000000005,-27.673194444444444
" ",03 32 58.48,-27 38 18.0,-16.98,257,53.24366666666666,-27.63833333333334
" ",03 33 27.64,-27 54 42.1,-16.984,237,53.36516666666667,-27.911694444444436
" ",03 32 54.40,-27 43 44.3,-16.984,136,53.22666666666666,-27.72897222222222
" ",03 32 45.93,-27 53 08.0,-16.988,524,53.191375,-27.885555555555555
" ",03 33 30.47,-27 39 45.3,-16.996,320,53.376958333333334,-27.66258333333333
" ",03 32 49.82,-27 49 28.8,-17.0,563,53.20758333333334,-27.824666666666673
" ",03 31 33.06,-28 00 31.1,-17.004,478,52.88775,-28.008638888888893
" ",03 32 59.10,-27 41 08.1,-17.004,303,53.246249999999996,-27.68558333333333
" ",03 32 55.96,-27 41 12.6,-17.008,388,53.233166666666655,-27.68683333333333
" ",03 31 57.63,-27 59 18.9,-17.016,293,52.99012500000001,-27.988583333333334
" ",03 33 31.89,-27 58 08.7,-17.016,216,53.382874999999984,-27.96908333333333
" ",03 33 28.42,-27 39 24.6,-17.028,281,53.36841666666667,-27.656833333333328
" ",03 32 04.61,-27 46 08.5,-17.032,206,53.019208333333346,-27.76902777777778
" ",03 32 14.79,-27 48 08.5,-17.076,181,53.061625,-27.802361111111114
" ",03 32 02.61,-27 34 41.2,-17.12,338,53.010875000000006,-27.578111111111113
